street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Tonala 177 Depto 302 Ph," Roma Norte, Cuauhtémoc", Distrito Federal,Century21 Levalgroup,19.4130341,-99.1614773,270,0,2,0,0,0.00,2,2,apt,91.00,13333718.00,146524.37
Bajio," Roma Sur, Cuauhtémoc", Distrito Federal,Luxuryhabitatmx,19.4029284,-99.16806,90,5,2,0,0,0.00,2,3,apt,111.00,7140000.00,64324.32
SN,Cuauhtemoc, Distrito Federal,Airnetwork Asesores Inmob,19.4311322,-99.1681413,330,8,5,0,0,0.00,2,3,apt,172.00,10900000.00,63372.09
Roma Norte, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.4195256,-99.162549,365,5,2,0,0,0.00,3,2,apt,140.00,8400000.00,60000.00
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4019283,-99.1690601,150,5,2,0,0,0.00,2,3,apt,113.00,6000000.00,53097.35
Chiapas," Roma Norte, Cuauhtémoc", Distrito Federal,Eka Soluciones Inmobiliarias,19.4120249,-99.1642866,365,4,2,0,0,0.00,1,2,apt,77.00,5500000.00,71428.57
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4202853,-99.1696874,330,3,2,0,0,0.00,2,1,apt,158.00,6900000.00,43670.89
Zacatecas," Roma Sur, Cuauhtémoc", Distrito Federal,Luxence,19.4446241,-99.1286416,90,7,3,0,0,0.00,2,3,apt,284.00,12700000.00,44718.31
Roma Norte, Cuauhtémoc, Distrito Federal,Espaciosurbanosmx,19.4172482,-99.1716012,270,2,1,0,0,0.00,1,1,apt,36.00,3489158.00,96921.06
Tlacotalpan," Roma Norte, Cuauhtémoc", Distrito Federal,Gpobm3,19.4052563,-99.1662026,60,5,2,0,0,0.00,1,2,apt,190.00,11317200.00,59564.21
Tepeji," Roma Sur, Cuauhtémoc", Distrito Federal,Cattoribr,19.4078138,-99.1618723,17,6,2,0,0,0.00,2,3,apt,151.00,7568500.00,50122.52
Roma Norte, Cuauhtémoc, Distrito Federal,Eduardomarcelohernandezlopez,19.4155297,-99.1666371,300,4,2,0,0,0.00,1,2,apt,107.00,6250000.00,58411.22
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4049518,-99.1660872,330,5,2,0,0,0.00,2,3,apt,113.00,6890000.00,60973.45
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Homes Real Estate,19.4222565,-99.1564692,270,5,3,0,0,0.00,2,2,apt,161.00,6990000.00,43416.15
Roma Sur, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.405299,-99.1649891,365,5,2,0,0,0.00,1,3,apt,84.00,4157000.00,49488.10
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4158401,-99.1596792,240,5,2,0,0,0.00,2,3,apt,201.00,11670000.00,58059.70
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Satelite,19.4189,-99.1588,120,0,1,0,4,0.00,1,2,apt,121.00,6995000.00,57809.92
Salina Cruz," Roma Sur, Cuauhtémoc", Distrito Federal,Veronica Porraz,19.4031573,-99.1650107,270,5,2,0,0,0.00,2,2,apt,218.00,9995000.00,45848.62
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4202448,-99.1695894,365,4,2,0,0,0.00,2,2,apt,160.00,6900000.00,43125.00
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4451,-99.1461,46,5,3,0,0,0.00,1,2,apt,146.00,8800000.00,60273.97
Salina Cruz," Roma Sur, Cuauhtémoc", Distrito Federal,Veronica Porraz,19.4031573,-99.1650107,270,5,2,0,0,0.00,2,2,apt,220.00,9950000.00,45227.27
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,78.00,5093660.00,65303.33
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,114.00,6836397.00,59968.39
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,78.00,5073260.00,65041.79
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4202688,-99.1642694,46,5,3,0,0,0.00,2,2,apt,192.00,9000000.00,46875.00
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,75.00,4935667.00,65808.89
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Home Seekers,19.4124914,-99.1572585,35,5,2,0,0,0.00,2,2,apt,127.00,8850000.00,69685.04
2 De Abril 2007," Roma, Monterrey",Nuevo Leon,Century21 Urbana,25.6562256,-100.2966267,240,0,2,0,0,0.00,1,3,apt,103.10,4488936.00,43539.63
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,107.00,6501913.00,60765.54
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,67.00,4332353.00,64661.99
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,67.00,4352753.00,64966.46
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,75.00,4894867.00,65264.89
Viaducto," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.40132,-99.1681,39,0,2,1,1,2000.00,1,3,apt,84.00,4061000.00,48345.24
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Homes Real Estate,19.4222565,-99.1564692,270,5,3,0,0,0.00,2,2,apt,180.00,6100000.00,33888.89
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,77.00,4617866.00,59972.29
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,65.00,4272137.00,65725.18
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,67.00,4393553.00,65575.42
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,65.00,4251737.00,65411.34
Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,2,1,1,0.00,1,2,apt,95.20,4570000.00,48004.20
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0.00,1,2,apt,75.00,4915267.00,65536.89
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,2,1,0,0,0.00,1,1,apt,53.00,4494244.00,84797.06
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.413676,-99.1654703,21,6,3,0,0,0.00,1,3,apt,152.00,8500000.00,55921.05
Av. Álvaro Obregón," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4182279,-99.16194,26,5,2,0,0,0.00,1,3,apt,87.00,3750000.00,43103.45
San Luis Potosi 136," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,1,1,5,0.00,1,1,apt,53.02,4492244.00,84727.35
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,6,3,0,0,0.00,2,3,apt,129.00,11248826.00,87200.20
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,141.00,7651263.00,54264.28
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Prosperity,19.4229547,-99.1652534,180,0,2,1,9,0.00,1,2,apt,85.00,4995000.00,58764.71
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.3999283,-99.1710601,150,4,2,0,0,0.00,2,2,apt,104.00,5700000.00,54807.69
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,4,2,0,0,0.00,1,2,apt,102.00,7463773.00,73174.25
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4090847,-99.1643187,365,4,2,0,0,0.00,1,2,apt,107.00,8521860.00,79643.55
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4129403,-99.1615832,330,2,1,0,0,0.00,1,1,apt,116.00,6795000.00,58577.59
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4234541,-99.1619184,44,2,1,0,0,0.00,1,1,apt,70.00,3250000.00,46428.57
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,244.00,8952615.00,36691.05
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,228.00,8850000.00,38815.79
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,74.00,4441570.00,60021.22
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,89.00,7299250.00,82014.04
Tlacotalpan 89," Roma Sur, Cuauhtémoc", Distrito Federal,Century21 Living,19.4046152,-99.1662218,270,0,2,0,0,0.00,2,2,apt,120.24,7550000.00,62791.08
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.424552,-99.1583315,33,0,2,0,0,0.00,1,2,apt,80.00,839652.00,10495.65
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,4,2,0,0,0.00,2,2,apt,102.00,8026715.00,78693.28
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,74.00,4419100.00,59717.57
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,150.00,6111850.00,40745.67
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,2,0,0,0.00,2,3,apt,129.00,10833000.00,83976.74
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4019283,-99.1690601,365,5,2,0,0,0.00,2,3,apt,149.00,9670000.00,64899.33
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.3999283,-99.1710601,365,5,2,0,0,0.00,2,3,apt,112.00,6790000.00,60625.00
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0.00,2,2,apt,90.00,5700000.00,63333.33
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,134.00,7752143.00,57851.81
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,126.00,7126687.00,56561.01
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,130.00,7449503.00,57303.87
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0.00,2,2,apt,136.00,7348623.00,54033.99
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,88.00,7282720.00,82758.18
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4992850.00,65695.39
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,86.00,5956650.00,69263.37
Huatabampo 30," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,3,1,1,0.00,2,3,apt,128.00,6958000.00,54359.38
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Jlp Realty Homes,19.4153848,-99.1619716,45,5,2,0,0,0.00,2,2,apt,112.00,13170500.00,117593.75
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,1,0,0,0.00,1,1,apt,57.00,4377600.00,76800.00
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,93.00,6030150.00,64840.32
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,92.00,5924650.00,64398.37
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,93.00,5937050.00,63839.25
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,93.00,6767250.00,72766.13
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,4655643.00,59687.73
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4916300.00,64688.16
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,5704875.00,75064.14
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,99.00,9119400.00,92115.15
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,93.00,5843950.00,62838.17
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,93.00,5750850.00,61837.10
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,92.00,6017550.00,65408.15
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,92.00,5831750.00,63388.59
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,92.00,6747750.00,73345.11
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,89.00,6915220.00,77699.10
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,89.00,7574580.00,85107.64
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,84.00,6969200.00,82966.67
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,4612462.00,59134.13
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,4632090.00,59385.77
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,4592835.00,58882.50
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,5041460.00,64634.10
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,4710600.00,60392.31
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,5222500.00,68717.11
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,5069400.00,66702.63
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,78.00,5324960.00,68268.72
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4985050.00,65592.76
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4908500.00,64585.53
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4700054.00,61842.82
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4831950.00,63578.29
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4755400.00,62571.05
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,103.00,9025380.00,87625.05
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,76.00,4839750.00,63680.92
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,103.00,8982870.00,87212.33
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,86.00,6303500.00,73296.51
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,86.00,6216700.00,72287.21
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,86.00,6238400.00,72539.53
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0.00,1,2,apt,86.00,6173300.00,71782.56
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4052016,-99.1660064,120,6,2,0,0,0.00,2,3,apt,293.00,11050000.00,37713.31
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,21,4,2,0,0,0.00,1,2,apt,83.00,4643350.00,55943.98
Roma Sur, Cuauhtémoc, Distrito Federal,Kmk Inmobiliaria ,19.406299,-99.1639891,180,5,2,0,0,0.00,1,3,apt,105.00,4900000.00,46666.67
Nayarit," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4098231,-99.162138,27,6,2,0,0,0.00,1,3,apt,142.00,7040000.00,49577.46
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,74.00,4441570.00,60021.22
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,5751680.00,59295.67
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4676520.00,57734.81
Avenida Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,1,1,1,0.00,1,2,apt,88.00,3500000.00,39772.73
Córdoba 223," Roma Norte, Cuauhtémoc", Distrito Federal,Kw Pedregal,19.4128016,-99.1572693,730,0,2,0,2,0.00,1,2,apt,96.50,5150000.00,53367.88
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.3999518,-99.1710872,365,5,2,0,0,0.00,2,3,apt,159.00,10030000.00,63081.76
Tonala 177 Depto 301 Ph," Roma Norte, Cuauhtémoc", Distrito Federal,Century21 Levalgroup,19.4130341,-99.1614773,270,0,2,0,0,0.00,2,2,apt,100.00,11720768.00,117207.68
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,3,0,0,0.00,3,3,apt,164.00,13868600.00,84564.63
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,2,0,0,0.00,1,2,apt,77.00,5463500.00,70954.55
Acayucan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4043152,-99.156675,150,4,2,0,0,0.00,1,2,apt,99.00,4100000.00,41414.14
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,2,0,0,0.00,2,2,apt,107.00,9591000.00,89635.51
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Luxence,19.4182766,-99.166438,90,4,2,0,0,0.00,2,2,apt,160.00,10600000.00,66250.00
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0.00,2,2,apt,92.00,6037000.00,65619.57
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4129403,-99.1615832,330,4,2,0,0,0.00,1,2,apt,114.00,8550000.00,75000.00
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Xlife Real Estate,19.4203566,-99.1587749,20,6,2,0,0,0.00,1,3,apt,140.00,6500000.00,46428.57
Venta De Departamento En Colonia Roma," Roma Sur, Cuauhtémoc", Distrito Federal,Skgasesoresinmobiliarios,19.4095846,-99.1575732,300,0,2,0,1,0.00,2,3,apt,154.00,22330000.00,145000.00
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4676520.00,57734.81
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4829620.00,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,74.00,4419100.00,59717.57
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,74.00,4419100.00,59717.57
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,5135820.00,63405.19
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,5999560.00,61851.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,81.00,4753070.00,58679.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,83.00,5222500.00,62921.69
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,83.00,4949550.00,59633.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,93.00,5064690.00,54459.03
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,131.00,6360510.00,48553.51
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,2,2,apt,97.00,6042960.00,62298.56
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4168211,-99.1596475,46,5,2,0,0,0.00,2,3,apt,161.00,10600000.00,65838.51
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,119.00,6290450.00,52860.92
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,5856980.00,60381.24
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0.00,1,2,apt,97.00,6229380.00,64220.41
