street,suburb,state,vendor,lat,lon,days_on_site,amenities,bathrooms,cellars,num_floors,monthly_fee_mxn,parking_lots,beds,department_type,m2,final_price,price_square_meter
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4049518,-99.1660872,330,5,2,0,0,0,2,3,apt,113,6890000,60973.45
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Homes Real Estate,19.4222565,-99.1564692,270,5,3,0,0,0,2,2,apt,161,6990000,43416.15
Roma Sur, Cuauhtémoc, Distrito Federal,Airnetwork Asesores Inmob,19.405299,-99.1649891,365,5,2,0,0,0,1,3,apt,84,4157000,49488.1
Zacatecas," Roma Norte, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4158401,-99.1596792,240,5,2,0,0,0,2,3,apt,201,11670000,58059.7
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Satelite,19.4189,-99.1588,120,0,1,0,4,0,1,2,apt,121,6995000,57809.92
Salina Cruz," Roma Sur, Cuauhtémoc", Distrito Federal,Veronica Porraz,19.4031573,-99.1650107,270,5,2,0,0,0,2,2,apt,218,9995000,45848.62
Sinaloa," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4202448,-99.1695894,365,4,2,0,0,0,2,2,apt,160,6900000,43125
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4451,-99.1461,46,5,3,0,0,0,1,2,apt,146,8800000,60273.97
Salina Cruz," Roma Sur, Cuauhtémoc", Distrito Federal,Veronica Porraz,19.4031573,-99.1650107,270,5,2,0,0,0,2,2,apt,220,9950000,45227.27
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,78,5093660,65303.33
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,114,6836397,59968.39
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,78,5073260,65041.79
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4202688,-99.1642694,46,5,3,0,0,0,2,2,apt,192,9000000,46875
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,75,4935667,65808.89
Cordoba," Roma Norte, Cuauhtémoc", Distrito Federal,Home Seekers,19.4124914,-99.1572585,35,5,2,0,0,0,2,2,apt,127,8850000,69685.04
2 De Abril 2007," Roma, Monterrey",Nuevo Leon,Century21 Urbana,25.6562256,-100.2966267,240,0,2,0,0,0,1,3,apt,103.1,4488936,43539.63
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,107,6501913,60765.54
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,67,4332353,64661.99
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,67,4352753,64966.46
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,75,4894867,65264.89
Viaducto," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.40132,-99.1681,39,0,2,1,1,2000,1,3,apt,84,4061000,48345.24
Durango," Roma Norte, Cuauhtémoc", Distrito Federal,Homes Real Estate,19.4222565,-99.1564692,270,5,3,0,0,0,2,2,apt,180,6100000,33888.89
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,77,4617866,59972.29
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,65,4272137,65725.18
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,67,4393553,65575.42
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,65,4251737,65411.34
Baja California," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,2,1,1,0,1,2,apt,95.2,4570000,48004.2
Monterrey," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4089339,-99.1617879,35,4,2,0,0,0,1,2,apt,75,4915267,65536.89
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,2,1,0,0,0,1,1,apt,53,4494244,84797.06
Queretaro," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.413676,-99.1654703,21,6,3,0,0,0,1,3,apt,152,8500000,55921.05
Av. Álvaro Obregón," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4182279,-99.16194,26,5,2,0,0,0,1,3,apt,87,3750000,43103.45
San Luis Potosi 136," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,1,1,5,0,1,1,apt,53.02,4492244,84727.35
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,6,3,0,0,0,2,3,apt,129,11248826,87200.2
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,141,7651263,54264.28
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Remax Prosperity,19.4229547,-99.1652534,180,0,2,1,9,0,1,2,apt,85,4995000,58764.71
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.3999283,-99.1710601,150,4,2,0,0,0,2,2,apt,104,5700000,54807.69
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,4,2,0,0,0,1,2,apt,102,7463773,73174.25
Aguascalientes," Roma Sur, Cuauhtémoc", Distrito Federal,Zona Ryg,19.4090847,-99.1643187,365,4,2,0,0,0,1,2,apt,107,8521860,79643.55
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4129403,-99.1615832,330,2,1,0,0,0,1,1,apt,116,6795000,58577.59
Av. Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4234541,-99.1619184,44,2,1,0,0,0,1,1,apt,70,3250000,46428.57
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,244,8952615,36691.05
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,228,8850000,38815.79
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,74,4441570,60021.22
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,89,7299250,82014.04
Tlacotalpan 89," Roma Sur, Cuauhtémoc", Distrito Federal,Century21 Living,19.4046152,-99.1662218,270,0,2,0,0,0,2,2,apt,120.24,7550000,62791.08
SN,Cuauhtemoc, Distrito Federal,Consultores Patrimoniales,19.424552,-99.1583315,33,0,2,0,0,0,1,2,apt,80,839652,10495.65
San Luis Potosi," Roma Norte, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4137406,-99.1610013,25,4,2,0,0,0,2,2,apt,102,8026715,78693.28
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,74,4419100,59717.57
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,150,6111850,40745.67
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,2,0,0,0,2,3,apt,129,10833000,83976.74
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.4019283,-99.1690601,365,5,2,0,0,0,2,3,apt,149,9670000,64899.33
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.3999283,-99.1710601,365,5,2,0,0,0,2,3,apt,112,6790000,60625
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0,2,2,apt,90,5700000,63333.33
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,134,7752143,57851.81
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,126,7126687,56561.01
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,130,7449503,57303.87
Tlacotalpan," Roma Sur, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4046152,-99.1662218,35,5,2,0,0,0,2,2,apt,136,7348623,54033.99
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,88,7282720,82758.18
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4992850,65695.39
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,86,5956650,69263.37
Huatabampo 30," Roma Sur, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,0,3,1,1,0,2,3,apt,128,6958000,54359.38
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Jlp Realty Homes,19.4153848,-99.1619716,45,5,2,0,0,0,2,2,apt,112,13170500,117593.75
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,1,0,0,0,1,1,apt,57,4377600,76800
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,93,6030150,64840.32
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,92,5924650,64398.37
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,93,5937050,63839.25
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,93,6767250,72766.13
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,4655643,59687.73
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4916300,64688.16
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,5704875,75064.14
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,99,9119400,92115.15
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,93,5843950,62838.17
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,93,5750850,61837.1
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,92,6017550,65408.15
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,92,5831750,63388.59
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,92,6747750,73345.11
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,89,6915220,77699.1
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,89,7574580,85107.64
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,84,6969200,82966.67
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,4612462,59134.13
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,4632090,59385.77
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,4592835,58882.5
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,5041460,64634.1
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,4710600,60392.31
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,5222500,68717.11
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,5069400,66702.63
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,78,5324960,68268.72
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4985050,65592.76
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4908500,64585.53
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4700054,61842.82
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4831950,63578.29
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4755400,62571.05
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,103,9025380,87625.05
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,76,4839750,63680.92
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,103,8982870,87212.33
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,86,6303500,73296.51
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,86,6216700,72287.21
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,86,6238400,72539.53
Departamentos Nuevos Roma Norte Coahuila, Cuauhtémoc, Distrito Federal,Bienesraiceslomelin,19.4109247,-99.1651635,56,0,2,0,0,0,1,2,apt,86,6173300,71782.56
Roma Sur, Cuauhtémoc, Distrito Federal,Sata7784633,19.4052016,-99.1660064,120,6,2,0,0,0,2,3,apt,293,11050000,37713.31
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,21,4,2,0,0,0,1,2,apt,83,4643350,55943.98
Roma Sur, Cuauhtémoc, Distrito Federal,Kmk Inmobiliaria ,19.406299,-99.1639891,180,5,2,0,0,0,1,3,apt,105,4900000,46666.67
Nayarit," Roma Sur, Cuauhtémoc", Distrito Federal,Tucasahoy ,19.4098231,-99.162138,27,6,2,0,0,0,1,3,apt,142,7040000,49577.46
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,74,4441570,60021.22
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,5751680,59295.67
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4676520,57734.81
Avenida Chapultepec," Roma Norte, Cuauhtémoc", Distrito Federal,Aire Y Acero Inmobiliaria,19.418153,-99.1652014,39,0,1,1,1,0,1,2,apt,88,3500000,39772.73
Córdoba 223," Roma Norte, Cuauhtémoc", Distrito Federal,Kw Pedregal,19.4128016,-99.1572693,730,0,2,0,2,0,1,2,apt,96.5,5150000,53367.88
Roma Sur, Cuauhtémoc, Distrito Federal,Zona Ryg,19.3999518,-99.1710872,365,5,2,0,0,0,2,3,apt,159,10030000,63081.76
Tonala 177 Depto 301 Ph," Roma Norte, Cuauhtémoc", Distrito Federal,Century21 Levalgroup,19.4130341,-99.1614773,270,0,2,0,0,0,2,2,apt,100,11720768,117207.68
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,3,0,0,0,3,3,apt,164,13868600,84564.63
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,2,0,0,0,1,2,apt,77,5463500,70954.55
Acayucan," Roma Sur, Cuauhtémoc", Distrito Federal,Airnetwork Asesores Inmob,19.4043152,-99.156675,150,4,2,0,0,0,1,2,apt,99,4100000,41414.14
Querétaro, Cuauhtémoc, Distrito Federal,Circulobienesraices,19.4153499,-99.1582168,90,0,2,0,0,0,2,2,apt,107,9591000,89635.51
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Luxence,19.4182766,-99.166438,90,4,2,0,0,0,2,2,apt,160,10600000,66250
Roma Sur, Cuauhtémoc, Distrito Federal,Barragan Br,19.405299,-99.1649891,365,4,2,0,0,0,2,2,apt,92,6037000,65619.57
Tonalá," Roma Norte, Cuauhtémoc", Distrito Federal,Cattoribr,19.4129403,-99.1615832,330,4,2,0,0,0,1,2,apt,114,8550000,75000
Colima," Roma Norte, Cuauhtémoc", Distrito Federal,Xlife Real Estate,19.4203566,-99.1587749,20,6,2,0,0,0,1,3,apt,140,6500000,46428.57
Venta De Departamento En Colonia Roma," Roma Sur, Cuauhtémoc", Distrito Federal,Skgasesoresinmobiliarios,19.4095846,-99.1575732,300,0,2,0,1,0,2,3,apt,154,22330000,145000
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4676520,57734.81
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4829620,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,74,4419100,59717.57
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,74,4419100,59717.57
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,5135820,63405.19
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,5999560,61851.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4753070,58679.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,83,5222500,62921.69
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,83,4949550,59633.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,93,5064690,54459.03
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,131,6360510,48553.51
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,6042960,62298.56
Guanajuato," Roma Norte, Cuauhtémoc", Distrito Federal,Morris Lan,19.4168211,-99.1596475,46,5,2,0,0,0,2,3,apt,161,10600000,65838.51
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,119,6290450,52860.92
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,5856980,60381.24
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,6229380,64220.41
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,6042960,62298.56
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4829620,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,78,4632090,59385.77
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,78,4612462,59134.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,93,5845980,62860
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,78,4710600,60392.31
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,6129760,63193.4
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,5999560,61851.13
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,78,4655643,59687.73
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,120,6306550,52554.58
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,6064660,62522.27
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,6129760,63193.4
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,5763880,59421.44
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,83,4719900,56866.27
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,2,2,apt,97,5844580,60253.4
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,97,5751680,59295.67
Puerto Mexico," Roma Sur, Cuauhtémoc", Distrito Federal,Ps Bienesraices,19.4037919,-99.1649783,21,4,2,0,0,0,2,2,apt,114,8000000,70175.44
Chilpancingo," Roma Sur, Cuauhtémoc", Distrito Federal,Morris Lan,19.406804,-99.169478,46,5,3,0,0,0,1,2,apt,176,9500000,53977.27
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4829620,59624.94
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,85,4918890,57869.29
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,81,4753070,58679.88
Coahuila," Roma Norte, Cuauhtémoc", Distrito Federal,Metros Cuadrados Expertos,19.4109231,-99.1651722,35,4,2,0,0,0,1,2,apt,83,4796450,57788.55
